image,tibia_vs_femur_layer1,tibia_vs_background_layer1,femur_vs_background_layer1,tibia_vs_femur_layer2,tibia_vs_background_layer2,femur_vs_background_layer2,tibia_vs_femur_layer3,tibia_vs_background_layer3,femur_vs_background_layer3
3702_left_knee_1.nii,0.9993734359741211,0.9995532631874084,0.9999326467514038,0.9996342062950134,0.9997988343238831,0.9999366402626038,0.9996869564056396,0.9998438954353333,0.9999163746833801
